name,size,dims,nn_len,opt_len,s,bad_pair_count,repair_len,total_pairs,random_repair_len
rl1889,1889,2,389270.0,316536.0,1.5,0,389270.0,11358,389270.0
rl5915,5915,2,695602.0,565530.0,0.25,8,693633.0,4634,695602.0
rl5915,5915,2,695602.0,565530.0,0.5,1,695547.0,6340,695602.0
rl5915,5915,2,695602.0,565530.0,0.75,0,695602.0,8420,695602.0
rl5915,5915,2,695602.0,565530.0,1.0,0,695602.0,11003,695602.0
rl5915,5915,2,695602.0,565530.0,1.25,0,695602.0,13398,695602.0
rl5915,5915,2,695602.0,565530.0,1.5,0,695602.0,16348,695602.0
rl5934,5934,2,672412.0,556045.0,0.25,14,668947.0,14859,672412.0
rl5934,5934,2,672412.0,556045.0,0.5,3,671735.0,21568,672412.0
rl5934,5934,2,672412.0,556045.0,0.75,1,672235.0,28861,672412.0
rl5934,5934,2,672412.0,556045.0,1.0,0,672412.0,39132,672412.0
rl5934,5934,2,672412.0,556045.0,1.25,0,672412.0,48790,672412.0
rl5934,5934,2,672412.0,556045.0,1.5,0,672412.0,59805,672412.0
st70,70,2,830.0,675.0,0.25,0,830.0,15316,830.0
st70,70,2,830.0,675.0,0.5,0,830.0,22078,830.0
st70,70,2,830.0,675.0,0.75,0,830.0,29716,830.0
st70,70,2,830.0,675.0,1.0,0,830.0,39896,830.0
st70,70,2,830.0,675.0,1.25,0,830.0,49614,830.0
st70,70,2,830.0,675.0,1.5,0,830.0,60968,830.0
star100,100,3,2027.0,1795.0,0.25,1,2012.0,163,
star100,100,3,2027.0,1795.0,0.5,0,2027.0,214,
star100,100,3,2027.0,1795.0,0.75,0,2027.0,273,
star100,100,3,2027.0,1795.0,1.0,0,2027.0,340,
star100,100,3,2027.0,1795.0,1.25,0,2027.0,406,
star100,100,3,2027.0,1795.0,1.5,0,2027.0,466,
star10k,10000,3,310357.0,276750.0,0.25,17,309974.0,459,
star10k,10000,3,310357.0,276750.0,0.5,3,310257.0,641,
star10k,10000,3,310357.0,276750.0,0.75,0,310357.0,817,
star10k,10000,3,310357.0,276750.0,1.0,0,310357.0,1007,
star10k,10000,3,310357.0,276750.0,1.25,0,310357.0,1206,
star10k,10000,3,310357.0,276750.0,1.5,0,310357.0,1415,
star1k,1000,3,25583.0,22227.0,0.25,1,25583.0,101381,
star1k,1000,3,25583.0,22227.0,0.5,0,25583.0,174864,
star1k,1000,3,25583.0,22227.0,0.75,0,25583.0,274650,
star1k,1000,3,25583.0,22227.0,1.0,0,25583.0,402474,
star1k,1000,3,25583.0,22227.0,1.25,0,25583.0,559205,
star1k,1000,3,25583.0,22227.0,1.5,0,25583.0,745453,
sw24978,24978,2,1062617.0,855582.0,0.25,169,1057114.0,7594,
sw24978,24978,2,1062617.0,855582.0,0.5,28,1061641.0,12271,
sw24978,24978,2,1062617.0,855582.0,0.75,2,1062491.0,18016,
sw24978,24978,2,1062617.0,855582.0,1.0,0,1062617.0,24904,
sw24978,24978,2,1062617.0,855582.0,1.25,0,1062617.0,32538,
sw24978,24978,2,1062617.0,855582.0,1.5,0,1062617.0,41019,
ts225,225,2,152493.0,126643.0,0.25,1,146685.0,83191,152493.0
ts225,225,2,152493.0,126643.0,0.5,0,152493.0,120425,152493.0
ts225,225,2,152493.0,126643.0,0.75,0,152493.0,170422,152493.0
ts225,225,2,152493.0,126643.0,1.0,0,152493.0,224478,152493.0
ts225,225,2,152493.0,126643.0,1.25,0,152493.0,285418,152493.0
ts225,225,2,152493.0,126643.0,1.5,0,152493.0,353445,152493.0
tsp225,225,2,4722.0,3861.0,0.25,0,4722.0,556,4722.0
tsp225,225,2,4722.0,3861.0,0.5,0,4722.0,837,4722.0
tsp225,225,2,4722.0,3861.0,0.75,0,4722.0,1032,4722.0
tsp225,225,2,4722.0,3861.0,1.0,0,4722.0,1362,4722.0
tsp225,225,2,4722.0,3861.0,1.25,0,4722.0,1731,4722.0
tsp225,225,2,4722.0,3861.0,1.5,0,4722.0,1971,4722.0
u1060,1060,2,308980.0,224094.0,0.25,4,307889.0,560,308980.0
u1060,1060,2,308980.0,224094.0,0.5,0,308980.0,788,308980.0
u1060,1060,2,308980.0,224094.0,0.75,0,308980.0,1047,308980.0
u1060,1060,2,308980.0,224094.0,1.0,0,308980.0,1327,308980.0
u1060,1060,2,308980.0,224094.0,1.25,0,308980.0,1658,308980.0
u1060,1060,2,308980.0,224094.0,1.5,0,308980.0,1970,308980.0
u1432,1432,2,188807.0,152970.0,0.25,36,184414.0,3167,188587.0
u1432,1432,2,188807.0,152970.0,0.5,4,188373.0,4441,188807.0
u1432,1432,2,188807.0,152970.0,0.75,1,188731.0,6019,188807.0
u1432,1432,2,188807.0,152970.0,1.0,0,188807.0,7653,188807.0
u1432,1432,2,188807.0,152970.0,1.25,0,188807.0,9511,188807.0
u1432,1432,2,188807.0,152970.0,1.5,0,188807.0,11517,188807.0
u159,159,2,54675.0,42080.0,0.25,0,54675.0,4060,54675.0
u159,159,2,54675.0,42080.0,0.5,0,54675.0,6039,54675.0
u159,159,2,54675.0,42080.0,0.75,0,54675.0,9179,54675.0
u159,159,2,54675.0,42080.0,1.0,0,54675.0,12227,54675.0
u159,159,2,54675.0,42080.0,1.25,0,54675.0,14859,54675.0
u159,159,2,54675.0,42080.0,1.5,0,54675.0,18141,54675.0
u1817,1817,2,72030.0,57201.0,0.25,17,64069.0,375,68304.0
u1817,1817,2,72030.0,57201.0,0.5,2,65288.0,492,69928.0
u1817,1817,2,72030.0,57201.0,0.75,1,65288.0,649,69933.0
u1817,1817,2,72030.0,57201.0,1.0,1,65288.0,859,69933.0
u1817,1817,2,72030.0,57201.0,1.25,0,72030.0,1002,72030.0
u1817,1817,2,72030.0,57201.0,1.5,0,72030.0,1168,72030.0
u2152,2152,2,79260.0,64253.0,0.25,18,70737.0,4368,69394.0
u2152,2152,2,79260.0,64253.0,0.5,3,79167.0,6219,79260.0
u2152,2152,2,79260.0,64253.0,0.75,1,79209.0,8540,79260.0
u2152,2152,2,79260.0,64253.0,1.0,1,79209.0,10902,79260.0
u2152,2152,2,79260.0,64253.0,1.25,0,79260.0,14710,79260.0
u2152,2152,2,79260.0,64253.0,1.5,0,79260.0,17504,79260.0
u2319,2319,2,278765.0,234256.0,0.25,100,269109.0,5476,277681.0
u2319,2319,2,278765.0,234256.0,0.5,3,278588.0,7784,278765.0
u2319,2319,2,278765.0,234256.0,0.75,0,278765.0,10877,278765.0
u2319,2319,2,278765.0,234256.0,1.0,0,278765.0,13840,278765.0
u2319,2319,2,278765.0,234256.0,1.25,0,278765.0,18480,278765.0
u2319,2319,2,278765.0,234256.0,1.5,0,278765.0,22180,278765.0
u574,574,2,50459.0,36905.0,0.25,2,50336.0,7226,50459.0
u574,574,2,50459.0,36905.0,0.5,0,50459.0,10840,50459.0
u574,574,2,50459.0,36905.0,0.75,0,50459.0,17427,50459.0
u574,574,2,50459.0,36905.0,1.0,0,50459.0,23456,50459.0
u574,574,2,50459.0,36905.0,1.25,0,50459.0,28914,50459.0
u574,574,2,50459.0,36905.0,1.5,0,50459.0,35466,50459.0
u724,724,2,52943.0,41910.0,0.25,3,52050.0,1617,52792.0
u724,724,2,52943.0,41910.0,0.5,0,52943.0,2266,52943.0
u724,724,2,52943.0,41910.0,0.75,0,52943.0,3031,52943.0
u724,724,2,52943.0,41910.0,1.0,0,52943.0,3925,52943.0
u724,724,2,52943.0,41910.0,1.25,0,52943.0,4864,52943.0
u724,724,2,52943.0,41910.0,1.5,0,52943.0,5864,52943.0
usa13509,13509,2,24973197.0,19982859.0,0.25,44,24914771.0,2287,24972937.0
usa13509,13509,2,24973197.0,19982859.0,0.5,3,24970215.0,3227,24973197.0
usa13509,13509,2,24973197.0,19982859.0,0.75,1,24972480.0,4349,24973197.0
usa13509,13509,2,24973197.0,19982859.0,1.0,0,24973197.0,5594,24973197.0
usa13509,13509,2,24973197.0,19982859.0,1.25,0,24973197.0,6969,24973197.0
usa13509,13509,2,24973197.0,19982859.0,1.5,0,24973197.0,8516,24973197.0
vm1084,1084,2,301476.0,239297.0,0.25,3,298231.0,46465,301476.0
vm1084,1084,2,301476.0,239297.0,0.5,0,301476.0,67499,301476.0
vm1084,1084,2,301476.0,239297.0,0.75,0,301476.0,92754,301476.0
vm1084,1084,2,301476.0,239297.0,1.0,0,301476.0,122959,301476.0
vm1084,1084,2,301476.0,239297.0,1.25,0,301476.0,156752,301476.0
vm1084,1084,2,301476.0,239297.0,1.5,0,301476.0,193502,301476.0
vm1748,1748,2,408101.0,336555.0,0.25,3,407204.0,2894,408101.0
vm1748,1748,2,408101.0,336555.0,0.5,1,408075.0,3948,408101.0
vm1748,1748,2,408101.0,336555.0,0.75,0,408101.0,5152,408101.0
vm1748,1748,2,408101.0,336555.0,1.0,0,408101.0,6706,408101.0
vm1748,1748,2,408101.0,336555.0,1.25,0,408101.0,8077,408101.0
vm1748,1748,2,408101.0,336555.0,1.5,0,408101.0,9650,408101.0
vm22775,22775,2,707629.0,569287.0,0.25,234,702001.0,4606,
vm22775,22775,2,707629.0,569287.0,0.5,44,706797.0,6346,
vm22775,22775,2,707629.0,569287.0,0.75,1,707620.0,8338,
vm22775,22775,2,707629.0,569287.0,1.0,0,707629.0,10934,
vm22775,22775,2,707629.0,569287.0,1.25,0,707629.0,13344,
vm22775,22775,2,707629.0,569287.0,1.5,0,707629.0,15995,
wi29,29,2,36388.0,27603.0,0.25,0,36388.0,75552,
wi29,29,2,36388.0,27603.0,0.5,0,36388.0,110033,
wi29,29,2,36388.0,27603.0,0.75,0,36388.0,160051,
wi29,29,2,36388.0,27603.0,1.0,0,36388.0,209148,
wi29,29,2,36388.0,27603.0,1.25,0,36388.0,265413,
wi29,29,2,36388.0,27603.0,1.5,0,36388.0,328485,
xit1083,1083,2,4563.0,3558.0,0.25,3,4556.0,55,
xit1083,1083,2,4563.0,3558.0,0.5,1,4556.0,63,
xit1083,1083,2,4563.0,3558.0,0.75,1,4556.0,75,
xit1083,1083,2,4563.0,3558.0,1.0,0,4563.0,90,
xit1083,1083,2,4563.0,3558.0,1.25,0,4563.0,106,
xit1083,1083,2,4563.0,3558.0,1.5,0,4563.0,120,
xmc10150,10150,2,34958.0,28387.0,0.25,26,34810.0,3070,
xmc10150,10150,2,34958.0,28387.0,0.5,5,34929.0,4279,
xmc10150,10150,2,34958.0,28387.0,0.75,1,34954.0,5633,
xmc10150,10150,2,34958.0,28387.0,1.0,0,34958.0,7415,
xmc10150,10150,2,34958.0,28387.0,1.25,0,34958.0,9160,
xmc10150,10150,2,34958.0,28387.0,1.5,0,34958.0,11164,
xpr2308,2308,2,9138.0,7219.0,0.25,5,9124.0,28249,
xpr2308,2308,2,9138.0,7219.0,0.5,1,9131.0,39688,
xpr2308,2308,2,9138.0,7219.0,0.75,0,9138.0,52643,
xpr2308,2308,2,9138.0,7219.0,1.0,0,9138.0,71517,
xpr2308,2308,2,9138.0,7219.0,1.25,0,9138.0,90730,
xpr2308,2308,2,9138.0,7219.0,1.5,0,9138.0,111210,
xqc2175,2175,2,8696.0,6830.0,0.25,12,8652.0,6430,
xqc2175,2175,2,8696.0,6830.0,0.5,3,8689.0,9102,
xqc2175,2175,2,8696.0,6830.0,0.75,0,8696.0,12167,
xqc2175,2175,2,8696.0,6830.0,1.0,0,8696.0,16005,
xqc2175,2175,2,8696.0,6830.0,1.25,0,8696.0,19923,
xqc2175,2175,2,8696.0,6830.0,1.5,0,8696.0,24473,
xqe3891,3891,2,14644.0,11995.0,0.25,17,14476.0,5999,
xqe3891,3891,2,14644.0,11995.0,0.5,2,14600.0,8400,
xqe3891,3891,2,14644.0,11995.0,0.75,0,14644.0,11142,
xqe3891,3891,2,14644.0,11995.0,1.0,0,14644.0,14745,
xqe3891,3891,2,14644.0,11995.0,1.25,0,14644.0,18526,
xqe3891,3891,2,14644.0,11995.0,1.5,0,14644.0,22623,
xqf131,131,2,704.0,564.0,0.25,2,704.0,10768,
xqf131,131,2,704.0,564.0,0.5,0,704.0,15044,
xqf131,131,2,704.0,564.0,0.75,0,704.0,19942,
xqf131,131,2,704.0,564.0,1.0,0,704.0,26503,
xqf131,131,2,704.0,564.0,1.25,0,704.0,33278,
xqf131,131,2,704.0,564.0,1.5,0,704.0,40595,
xqg237,237,2,1343.0,1019.0,0.25,0,1343.0,328,
xqg237,237,2,1343.0,1019.0,0.5,0,1343.0,427,
xqg237,237,2,1343.0,1019.0,0.75,0,1343.0,558,
xqg237,237,2,1343.0,1019.0,1.0,0,1343.0,710,
xqg237,237,2,1343.0,1019.0,1.25,0,1343.0,834,
xqg237,237,2,1343.0,1019.0,1.5,0,1343.0,961,
xql662,662,2,3124.0,2513.0,0.25,1,3121.0,583,
xql662,662,2,3124.0,2513.0,0.5,1,3121.0,800,
xql662,662,2,3124.0,2513.0,0.75,0,3124.0,1053,
xql662,662,2,3124.0,2513.0,1.0,0,3124.0,1341,
xql662,662,2,3124.0,2513.0,1.25,0,3124.0,1615,
xql662,662,2,3124.0,2513.0,1.5,0,3124.0,1906,
xsc6880,6880,2,27185.0,21537.0,0.25,13,27107.0,1782,
xsc6880,6880,2,27185.0,21537.0,0.5,3,27155.0,2419,
xsc6880,6880,2,27185.0,21537.0,0.75,1,27175.0,3232,
xsc6880,6880,2,27185.0,21537.0,1.0,0,27185.0,4190,
xsc6880,6880,2,27185.0,21537.0,1.25,0,27185.0,5115,
xsc6880,6880,2,27185.0,21537.0,1.5,0,27185.0,6265,
xvb13584,13584,2,47193.0,37084.0,0.25,58,46937.0,19658,
xvb13584,13584,2,47193.0,37084.0,0.5,6,47166.0,27738,
xvb13584,13584,2,47193.0,37084.0,0.75,0,47193.0,37223,
xvb13584,13584,2,47193.0,37084.0,1.0,0,47193.0,49503,
xvb13584,13584,2,47193.0,37084.0,1.25,0,47193.0,62775,
xvb13584,13584,2,47193.0,37084.0,1.5,0,47193.0,76944,
